Age,Gender,City,AdType,Budget,DurationSec,Impressions,CTR,Clicks,ConversionRate,Conversions,Performance
54,Male,Bangalore,Shorts,70161,29,1580084,3.91,61781,0.55,339,High
23,Female,Hyderabad,Carousel,44380,58,1428231,7.32,104546,3.47,3627,High
35,Male,Delhi,Carousel,60790,20,1953898,6.34,123877,3.39,4199,High
47,Male,Mumbai,Image,51053,50,1286745,3.0,38602,4.76,1837,High
39,Male,Bangalore,Image,64503,20,2228200,0.61,13592,1.92,260,High
50,Male,Bangalore,Image,29420,15,1043636,5.13,53538,1.6,856,High
47,Male,Mumbai,Video,16196,53,622110,6.69,41619,0.94,391,High
34,Male,Hyderabad,Shorts,50446,39,1599082,5.35,85550,1.4,1197,High
49,Female,Hyderabad,Video,37288,27,1327031,3.46,45915,2.56,1175,High
59,Male,Chennai,Video,71973,59,2523523,1.07,27001,4.2,1134,High
31,Female,Kolkata,Shorts,48754,9,1226464,7.3,89531,1.49,1334,High
27,Male,Hyderabad,Image,53296,39,1396612,2.28,31842,0.87,277,High
53,Female,Chennai,Shorts,45389,33,1342152,1.87,25098,1.43,358,High
51,Female,Kolkata,Carousel,40229,51,819916,6.55,53704,0.59,316,High
26,Female,Bangalore,Image,50862,59,1319780,7.85,103602,4.64,4807,High
59,Female,Mumbai,Shorts,65220,9,1922558,5.32,102280,4.38,4479,High
45,Male,Hyderabad,Video,45311,58,1004158,5.04,50609,1.61,814,High
28,Male,Chennai,Shorts,44257,7,996925,2.62,26119,1.31,342,High
31,Male,Bangalore,Image,62072,10,1816528,0.26,4722,4.54,214,High
56,Male,Hyderabad,Carousel,24730,27,856137,1.62,13869,0.11,15,High
36,Female,Delhi,Video,67827,50,2487556,4.72,117412,3.04,3569,High
32,Female,Bangalore,Carousel,37904,6,1172251,1.3,15239,4.59,699,High
45,Female,Hyderabad,Carousel,64168,22,1892646,7.08,133999,2.59,3470,High
41,Male,Bangalore,Video,54407,34,1506309,1.59,23950,0.11,26,High
25,Female,Mumbai,Shorts,18740,42,447138,4.22,18869,1.17,220,High
26,Male,Mumbai,Shorts,50178,9,1150645,4.14,47636,4.62,2200,High
50,Female,Mumbai,Carousel,69714,50,2498413,4.87,121672,0.18,219,High
50,Female,Kolkata,Shorts,45446,53,1331594,2.69,35819,2.03,727,High
36,Female,Delhi,Image,46823,15,1676587,7.0,117361,3.97,4659,High
20,Female,Mumbai,Carousel,38488,5,1311763,3.61,47354,4.21,1993,High
27,Female,Delhi,Carousel,67932,14,1622090,5.63,91323,2.44,2228,High
57,Male,Mumbai,Carousel,43056,45,1300563,5.12,66588,1.24,825,High
59,Female,Kolkata,Image,76872,56,2220116,1.03,22867,3.04,695,High
18,Male,Bangalore,Carousel,67330,48,1917388,5.02,96252,1.39,1337,High
46,Male,Hyderabad,Shorts,69979,30,2158956,4.45,96073,1.35,1296,High
51,Male,Hyderabad,Shorts,51202,37,2029754,7.2,146142,4.06,5933,High
30,Male,Mumbai,Shorts,42705,31,1548402,7.06,109317,0.86,940,High
18,Male,Hyderabad,Shorts,57176,54,2176947,1.29,28082,0.13,36,High
51,Male,Mumbai,Carousel,73279,16,1509037,0.75,11317,1.75,198,High
46,Male,Mumbai,Image,76598,6,1746963,2.43,42451,2.51,1065,High
30,Male,Chennai,Video,22142,5,480377,7.89,37901,3.55,1345,High
46,Female,Chennai,Shorts,90571,5,2288266,0.27,6178,3.93,242,High
56,Female,Chennai,Video,53782,37,1550961,5.42,84062,3.35,2816,High
41,Male,Delhi,Video,61686,26,2025865,4.91,99469,3.17,3153,High
43,Male,Chennai,Carousel,36570,16,1097730,5.21,57191,3.36,1921,High
34,Male,Mumbai,Shorts,35537,43,1352682,1.82,24618,1.43,352,High
24,Female,Kolkata,Shorts,28417,40,1102525,1.89,20837,1.97,410,High
30,Female,Kolkata,Shorts,75554,25,1758191,3.5,61536,3.12,1919,High
22,Male,Bangalore,Video,39678,24,1470430,0.86,12645,0.42,53,High
43,Male,Chennai,Shorts,48621,40,1440874,0.69,9942,1.55,154,High
20,Female,Kolkata,Shorts,45479,30,1321935,0.8,10575,2.09,221,High
24,Female,Chennai,Image,34687,51,1238304,4.63,57333,2.71,1553,High
56,Male,Bangalore,Carousel,47015,35,1027894,3.24,33303,2.48,825,High
18,Male,Kolkata,Shorts,51318,5,1932134,2.42,46757,3.62,1692,High
34,Male,Mumbai,Shorts,68731,42,2296824,2.59,59487,2.42,1439,High
42,Male,Delhi,Carousel,34113,18,1279435,1.74,22262,4.53,1008,High
20,Female,Chennai,Carousel,41247,30,1645343,3.35,55118,1.96,1080,High
32,Female,Kolkata,Video,58251,50,1768524,1.7,30064,2.67,802,High
46,Male,Kolkata,Video,50680,46,1108149,5.61,62167,0.12,74,High
49,Male,Bangalore,Video,50957,11,1188855,1.08,12839,1.62,207,High
43,Male,Mumbai,Carousel,35433,59,938019,7.59,71195,4.35,3096,High
33,Female,Hyderabad,Image,61676,59,1361275,0.81,11026,1.73,190,High
42,Male,Kolkata,Shorts,71204,58,2585205,7.55,195182,1.34,2615,High
45,Male,Delhi,Carousel,69817,16,1810881,6.68,120966,2.76,3338,High
26,Male,Bangalore,Image,47095,28,1861118,5.48,101989,0.49,499,High
18,Female,Kolkata,Carousel,11255,23,383275,7.31,28017,2.7,756,High
46,Male,Kolkata,Image,53505,13,1255710,1.2,15068,1.59,239,High
39,Female,Bangalore,Carousel,51504,39,1520461,1.49,22654,1.98,448,High
33,Male,Bangalore,Carousel,34728,8,1018845,2.09,21293,3.98,847,High
58,Male,Chennai,Image,37675,49,1124611,2.03,22829,3.34,762,High
58,Male,Kolkata,Image,35066,46,1077030,2.56,27571,2.29,631,High
24,Female,Hyderabad,Image,54117,36,1116097,4.65,51898,2.93,1520,High
31,Male,Delhi,Image,37663,50,1270254,0.32,4064,3.86,156,High
46,Male,Mumbai,Image,52476,10,1560846,3.12,48698,3.75,1826,High
36,Female,Mumbai,Image,85648,32,3067856,2.05,62891,1.01,635,High
36,Female,Hyderabad,Image,47212,32,1714140,4.89,83821,1.57,1315,High
19,Female,Bangalore,Image,32599,44,802296,7.88,63220,1.81,1144,High
58,Male,Bangalore,Carousel,28199,55,591307,4.19,24775,1.02,252,High
32,Female,Bangalore,Image,54951,33,1871889,3.46,64767,0.16,103,High
20,Male,Kolkata,Image,80043,46,3166137,3.01,95300,0.95,905,High
28,Female,Bangalore,Carousel,36476,58,1055365,6.3,66487,4.06,2699,High
47,Female,Bangalore,Carousel,17675,9,445285,0.67,2983,2.78,82,High
57,Female,Kolkata,Video,75611,9,1749165,7.68,134335,1.77,2377,High
35,Male,Kolkata,Video,87743,41,2259307,3.4,76816,3.08,2365,High
19,Male,Hyderabad,Image,61350,45,1629380,2.58,42038,3.73,1568,High
49,Male,Chennai,Image,56458,59,1607791,7.8,125407,1.84,2307,High
25,Male,Kolkata,Video,51000,32,1688544,7.49,126471,2.38,3010,High
39,Male,Delhi,Video,60215,45,1533278,5.17,79270,0.41,325,High
23,Male,Bangalore,Shorts,59522,51,1251126,0.25,3127,3.03,94,High
29,Male,Chennai,Shorts,54244,13,1489864,6.01,89540,1.85,1656,High
57,Male,Mumbai,Image,35715,33,1325489,2.75,36450,2.22,809,High
53,Male,Hyderabad,Shorts,54165,18,1623176,3.17,51454,2.17,1116,High
32,Female,Chennai,Video,48523,42,1906775,1.35,25741,3.2,823,High
45,Female,Kolkata,Image,37969,58,1141827,4.24,48413,2.91,1408,High
35,Male,Bangalore,Carousel,54130,56,1381298,5.98,82601,2.17,1792,High
19,Male,Bangalore,Carousel,42707,44,1019258,2.26,23035,0.18,41,High
30,Male,Bangalore,Video,51016,38,1728958,7.52,130017,3.14,4082,High
32,Male,Chennai,Shorts,56847,41,1746783,1.64,28647,4.41,1263,High
37,Female,Bangalore,Carousel,58972,53,1891830,0.62,11729,3.87,453,High
46,Female,Kolkata,Shorts,43076,46,1512098,5.19,78477,4.91,3853,High
59,Male,Chennai,Carousel,56755,18,1959103,6.81,133414,0.78,1040,High
46,Female,Bangalore,Shorts,60247,22,1257205,7.63,95924,1.19,1141,High
20,Female,Mumbai,Carousel,64608,37,2329221,6.16,143480,2.74,3931,High
36,Male,Mumbai,Carousel,54572,58,1672881,1.68,28104,1.26,354,High
20,Male,Delhi,Image,59080,38,1644449,7.82,128595,0.27,347,High
31,Male,Bangalore,Image,43678,32,1343146,7.36,98855,2.07,2046,High
57,Male,Bangalore,Video,88653,40,2858998,1.39,39740,1.51,600,High
21,Female,Chennai,Carousel,49038,49,1127397,4.51,50845,1.39,706,High
28,Male,Chennai,Shorts,66817,52,1894170,4.49,85048,4.77,4056,High
48,Female,Bangalore,Carousel,42698,41,1140553,3.6,41059,1.27,521,High
49,Male,Delhi,Shorts,55621,27,1502230,7.88,118375,0.73,864,High
44,Female,Bangalore,Shorts,55061,46,1201807,0.57,6850,0.71,48,High
47,Male,Kolkata,Carousel,57917,21,1343497,5.05,67846,4.05,2747,High
19,Male,Chennai,Shorts,37279,15,866260,1.72,14899,3.6,536,High
26,Female,Bangalore,Video,55841,36,1533662,4.27,65487,0.73,478,High
45,Female,Chennai,Image,42756,41,1620050,6.26,101415,1.18,1196,High
48,Female,Bangalore,Shorts,62291,19,1502513,2.05,30801,3.76,1158,High
51,Male,Hyderabad,Carousel,36826,8,1043070,3.21,33482,1.45,485,High
32,Female,Chennai,Image,54588,43,1431975,7.61,108973,4.91,5350,High
42,Female,Delhi,Video,49575,34,1772204,6.12,108458,2.75,2982,High
53,Female,Hyderabad,Shorts,77823,14,1634492,4.62,75513,1.04,785,High
25,Female,Kolkata,Shorts,66766,27,1597787,1.85,29559,4.31,1273,High
26,Female,Bangalore,Image,70587,28,1709122,3.46,59135,1.67,987,High
54,Female,Kolkata,Shorts,38426,40,1531658,6.22,95269,1.52,1448,High
56,Female,Chennai,Carousel,44249,56,1390121,6.58,91469,1.7,1554,High
49,Female,Hyderabad,Image,49938,9,1137568,2.03,23092,3.86,891,High
34,Female,Kolkata,Image,67168,41,1709031,5.33,91091,0.95,865,High
52,Male,Delhi,Shorts,55641,47,1299579,0.85,11046,1.97,217,High
54,Male,Chennai,Video,38762,23,871846,0.28,2441,0.25,6,High
36,Female,Hyderabad,Video,39396,41,1416049,4.43,62730,4.15,2603,High
46,Male,Kolkata,Video,67887,57,2030845,1.87,37976,1.77,672,High
24,Male,Hyderabad,Video,56125,12,1831036,0.72,13183,1.32,174,High
45,Female,Hyderabad,Image,50786,11,1352203,5.87,79374,2.94,2333,High
26,Female,Kolkata,Image,49544,44,1539531,4.03,62043,3.55,2202,High
45,Female,Mumbai,Shorts,63430,17,1595375,6.39,101944,4.08,4159,High
23,Female,Bangalore,Video,34184,41,894287,5.35,47844,1.8,861,High
46,Female,Chennai,Video,50777,31,1677943,5.87,98495,4.08,4018,High
34,Female,Chennai,Shorts,51674,22,1188871,2.53,30078,2.38,715,High
33,Male,Chennai,Shorts,31311,28,1012747,2.18,22077,0.6,132,High
40,Female,Hyderabad,Shorts,46888,45,1736987,4.85,84243,4.25,3580,High
48,Male,Kolkata,Carousel,84297,6,1888985,1.68,31734,2.78,882,High
20,Female,Bangalore,Shorts,37474,20,1422142,6.54,93008,3.05,2836,High
38,Female,Delhi,Shorts,51890,18,1120261,4.23,47387,4.69,2222,High
43,Male,Chennai,Carousel,18843,21,508351,1.89,9607,2.84,272,High
53,Female,Kolkata,Video,47916,10,1543393,5.04,77787,0.13,101,High
59,Female,Bangalore,Image,33884,39,1056796,7.57,79999,4.37,3495,High
54,Male,Bangalore,Video,44722,21,980671,0.75,7355,1.5,110,High
39,Female,Mumbai,Image,56392,49,2028904,0.96,19477,2.56,498,High
59,Male,Kolkata,Image,33113,42,1306760,6.77,88467,1.1,973,High
29,Female,Chennai,Shorts,53615,44,1266643,0.97,12286,1.56,191,High
59,Female,Hyderabad,Shorts,38303,10,1451799,0.41,5952,3.46,205,High
30,Male,Bangalore,Carousel,29968,52,933095,2.85,26593,2.2,585,High
28,Female,Bangalore,Video,64740,42,2506668,3.79,95002,3.17,3011,High
33,Male,Delhi,Video,35578,53,836876,4.6,38496,4.14,1593,High
25,Male,Mumbai,Image,43642,25,1564163,4.11,64287,1.77,1137,High
57,Male,Bangalore,Shorts,41438,39,878324,7.31,64205,2.88,1849,High
57,Female,Bangalore,Shorts,53253,27,2005727,6.17,123753,3.91,4838,High
19,Female,Hyderabad,Video,50484,16,1690383,7.87,133033,3.6,4789,High
47,Male,Hyderabad,Carousel,47521,33,1302331,3.86,50269,2.75,1382,High
47,Female,Delhi,Shorts,39368,31,937348,0.77,7217,1.98,142,High
29,Female,Kolkata,Carousel,46020,10,1671953,7.65,127904,2.1,2685,High
27,Female,Delhi,Video,54407,25,1744571,0.13,2267,2.22,50,High
28,Male,Delhi,Video,51768,11,1408530,6.23,87751,1.81,1588,High
32,Female,Hyderabad,Carousel,66826,47,1929730,0.35,6754,3.53,238,High
33,Male,Kolkata,Shorts,61445,45,2244644,6.11,137147,0.71,973,High
34,Female,Hyderabad,Video,66596,20,1783370,7.51,133931,4.84,6482,High
43,Female,Mumbai,Image,70301,9,1532048,3.18,48719,3.92,1909,High
19,Male,Chennai,Video,52806,19,2018554,2.0,40371,1.56,629,High
29,Female,Chennai,Shorts,62804,25,1742623,1.89,32935,0.31,102,High
43,Male,Mumbai,Image,55035,8,1484180,3.98,59070,3.59,2120,High
40,Female,Chennai,Video,69901,9,1683785,1.45,24414,3.7,903,High
35,Male,Kolkata,Shorts,23677,11,898511,5.42,48699,4.82,2347,High
49,Female,Hyderabad,Shorts,45266,39,1102246,3.01,33177,1.34,444,High
55,Female,Chennai,Video,56151,40,1838019,2.65,48707,0.51,248,High
20,Female,Kolkata,Shorts,58549,19,2202353,3.74,82368,4.58,3772,High
55,Male,Hyderabad,Carousel,49735,32,1029437,4.39,45192,1.37,619,High
20,Male,Kolkata,Image,25062,6,916681,1.22,11183,3.64,407,High
47,Male,Mumbai,Carousel,47336,9,1335460,5.69,75987,0.4,303,High
18,Female,Delhi,Video,62243,11,2063948,7.08,146127,3.83,5596,High
47,Male,Mumbai,Carousel,45265,26,1242444,2.3,28576,0.72,205,High
49,Male,Chennai,Video,51387,53,1742567,1.53,26661,3.51,935,High
45,Male,Hyderabad,Video,78748,35,1975470,6.11,120701,2.71,3270,High
38,Male,Kolkata,Shorts,47196,36,964637,1.55,14951,4.78,714,High
30,Male,Chennai,Shorts,47639,12,1855823,0.43,7980,0.28,22,High
44,Male,Chennai,Video,52912,45,1075573,4.99,53671,1.53,821,High
53,Male,Delhi,Image,53563,46,1954087,1.99,38886,0.44,171,High
24,Male,Chennai,Image,52019,15,1216353,1.46,17758,4.41,783,High
39,Male,Delhi,Image,55898,5,1556446,7.85,122181,3.01,3677,High
27,Male,Hyderabad,Carousel,32149,51,1171826,2.41,28241,2.72,768,High
56,Female,Hyderabad,Video,48181,44,1162082,7.24,84134,0.74,622,High
32,Female,Kolkata,Shorts,31574,23,1178169,1.51,17790,2.5,444,High
32,Male,Delhi,Carousel,50839,48,1522906,6.57,100054,2.05,2051,High
21,Female,Mumbai,Carousel,59068,42,1613936,4.07,65687,1.65,1083,High
49,Female,Hyderabad,Shorts,47919,46,1593265,0.72,11471,3.88,445,High
40,Male,Kolkata,Video,35797,41,960365,5.9,56661,0.4,226,High
23,Male,Mumbai,Carousel,43536,11,1173116,7.15,83877,3.27,2742,High
41,Male,Hyderabad,Video,77015,43,2670155,1.39,37115,4.13,1532,High
37,Female,Hyderabad,Video,71745,59,1879490,5.83,109574,4.55,4985,High
54,Male,Kolkata,Video,41866,29,1005449,3.62,36397,3.75,1364,High
37,Female,Kolkata,Shorts,41792,58,1510909,6.06,91561,1.48,1355,High
29,Male,Bangalore,Video,48368,26,1746453,5.74,100246,3.04,3047,High
50,Female,Chennai,Carousel,68595,31,2054543,0.31,6369,0.79,50,High
45,Female,Chennai,Shorts,23735,45,724722,1.51,10943,0.67,73,High
25,Male,Mumbai,Shorts,41672,51,1413592,3.82,53999,3.23,1744,High
18,Male,Chennai,Carousel,56169,42,1695512,7.48,126824,4.27,5415,High
54,Female,Mumbai,Shorts,54438,52,1542821,2.8,43198,0.43,185,High
39,Female,Hyderabad,Carousel,43585,43,1738959,5.07,88165,0.62,546,High
23,Male,Bangalore,Image,46215,19,1060778,0.2,2121,2.87,60,High
38,Male,Bangalore,Carousel,54964,59,1750867,5.72,100149,1.17,1171,High
49,Female,Hyderabad,Shorts,43844,6,1653677,4.86,80368,3.1,2491,High
52,Male,Kolkata,Carousel,34048,12,1148937,5.75,66063,1.15,759,High
32,Female,Delhi,Image,47218,48,1776304,7.25,128782,0.67,862,High
22,Male,Delhi,Video,52840,47,1412247,1.26,17794,2.77,492,High
23,Male,Chennai,Video,18133,10,461309,2.17,10010,4.32,432,High
42,Male,Kolkata,Video,55883,24,2069105,7.97,164907,3.46,5705,High
57,Female,Mumbai,Shorts,64612,31,1801548,1.33,23960,4.11,984,High
46,Male,Bangalore,Image,44641,49,1526444,5.79,88381,1.41,1246,High
24,Female,Chennai,Carousel,44913,27,1030982,5.83,60106,4.44,2668,High
57,Male,Hyderabad,Carousel,38923,52,1366875,5.5,75178,1.95,1465,High
30,Female,Kolkata,Carousel,47714,44,1478170,1.9,28085,4.28,1202,High
55,Female,Bangalore,Carousel,41627,21,1056180,1.8,19011,2.41,458,High
35,Male,Mumbai,Shorts,71714,17,2143539,5.36,114893,1.41,1619,High
19,Female,Mumbai,Shorts,51869,8,1760378,1.57,27637,1.38,381,High
25,Female,Delhi,Image,17787,24,359975,5.33,19186,2.88,552,High
28,Female,Chennai,Carousel,58558,46,1917736,3.99,76517,0.49,374,High
50,Female,Hyderabad,Video,75787,29,2336653,3.15,73604,4.66,3429,High
55,Male,Bangalore,Shorts,57636,26,1406648,2.47,34744,1.43,496,High
44,Male,Mumbai,Image,67850,56,2378804,7.59,180551,1.74,3141,High
37,Male,Bangalore,Image,60157,52,1568264,4.11,64455,1.24,799,High
29,Female,Hyderabad,Shorts,64864,21,1656465,4.53,75037,0.11,82,High
48,Female,Bangalore,Video,64134,44,1887114,7.6,143420,3.49,5005,High
44,Male,Chennai,Video,64306,15,2155739,5.27,113607,2.99,3396,High
49,Male,Delhi,Carousel,54750,29,2112091,7.67,161997,4.07,6593,High
27,Female,Bangalore,Shorts,24274,9,554117,0.94,5208,0.3,15,High
20,Male,Kolkata,Video,33660,25,940120,6.79,63834,4.65,2968,High
44,Male,Delhi,Shorts,33935,30,724179,2.75,19914,1.72,342,High
52,Female,Hyderabad,Image,12116,20,426134,6.5,27698,4.57,1265,High
48,Male,Delhi,Image,43478,44,1258905,6.86,86360,0.62,535,High
32,Female,Bangalore,Image,71232,25,2431762,2.24,54471,3.75,2042,High
33,Male,Bangalore,Shorts,28454,52,752443,3.33,25056,2.94,736,High
30,Female,Kolkata,Carousel,60921,36,2247157,5.84,131233,1.86,2440,High
52,Female,Mumbai,Carousel,57936,8,1778453,0.88,15650,0.49,76,High
28,Female,Kolkata,Video,53449,42,2077698,6.07,126116,3.06,3859,High
38,Female,Bangalore,Shorts,67738,57,1461550,0.97,14177,0.23,32,High
28,Female,Delhi,Carousel,49380,12,1495508,7.32,109471,2.56,2802,High
47,Male,Kolkata,Shorts,72822,13,2572766,2.28,58659,3.06,1794,High
52,Male,Kolkata,Carousel,47007,49,1504387,4.65,69953,3.69,2581,High
39,Male,Mumbai,Image,55150,21,1128592,1.03,11624,4.96,576,High
55,Female,Bangalore,Image,47875,45,1888552,2.23,42114,1.37,576,High
48,Male,Bangalore,Video,36143,17,938463,3.29,30875,1.68,518,High
31,Female,Hyderabad,Image,29801,13,744600,3.95,29411,1.77,520,High
41,Female,Mumbai,Carousel,58628,10,1742044,0.1,1742,3.68,64,High
49,Male,Hyderabad,Video,70209,31,2165476,7.12,154181,4.67,7200,High
53,Female,Hyderabad,Video,53662,46,1895662,0.16,3033,4.87,147,High
49,Male,Hyderabad,Image,57709,41,1608096,6.21,99862,4.73,4723,High
32,Female,Chennai,Shorts,26685,43,768511,3.82,29357,4.41,1294,High
52,Female,Hyderabad,Image,55778,47,1712366,4.24,72604,4.96,3601,High
20,Male,Kolkata,Image,18806,28,524462,1.75,9178,1.94,178,High
33,Female,Delhi,Video,32066,13,1227849,4.9,60164,4.75,2857,High
22,Male,Kolkata,Image,70012,46,2592230,4.34,112502,3.83,4308,High
38,Female,Kolkata,Carousel,50204,15,1460931,1.4,20453,0.93,190,High
27,Male,Bangalore,Video,51587,39,1031951,1.98,20432,0.32,65,High
36,Female,Chennai,Image,58307,33,2216756,0.63,13965,1.15,160,High
42,Male,Hyderabad,Shorts,61971,12,1393546,0.62,8639,3.92,338,High
21,Male,Bangalore,Carousel,45937,21,1143397,0.21,2401,3.2,76,High
46,Female,Mumbai,Shorts,54393,11,1253625,1.84,23066,1.2,276,High
36,Male,Mumbai,Carousel,48957,16,1155212,5.47,63190,3.74,2363,High
19,Female,Bangalore,Shorts,27020,52,974283,2.6,25331,0.79,200,High
27,Female,Delhi,Image,44682,19,1411518,2.81,39663,4.13,1638,High
42,Male,Bangalore,Carousel,56195,57,2198483,1.14,25062,3.99,999,High
37,Male,Bangalore,Video,44225,33,1089227,4.65,50649,4.87,2466,High
36,Male,Chennai,Video,44361,49,1318096,2.8,36906,0.84,310,High
40,Male,Mumbai,Shorts,61732,54,2441451,5.44,132814,4.54,6029,High
41,Male,Mumbai,Shorts,52416,54,1914725,5.96,114117,1.77,2019,High
28,Female,Hyderabad,Shorts,55278,28,1911092,4.72,90203,2.14,1930,High
51,Male,Kolkata,Carousel,25629,41,609448,2.28,13895,2.4,333,High
45,Female,Bangalore,Video,56724,18,2007383,4.12,82704,3.17,2621,High
22,Male,Bangalore,Image,33373,15,899455,2.09,18798,4.97,934,High
22,Male,Delhi,Carousel,49632,39,1519277,7.23,109843,3.04,3339,High
38,Male,Mumbai,Shorts,34051,21,1095901,6.15,67397,4.64,3127,High
29,Female,Delhi,Video,63993,59,2059788,3.99,82185,1.35,1109,High
21,Male,Chennai,Shorts,77444,31,2674181,7.73,206714,2.05,4237,High
59,Female,Hyderabad,Image,47786,48,1588134,4.42,70195,2.57,1804,High
37,Female,Delhi,Image,47646,7,1018086,2.7,27488,1.68,461,High
55,Female,Mumbai,Video,65461,59,1907995,0.85,16217,4.89,793,High
42,Male,Chennai,Carousel,58578,6,1949511,4.4,85778,3.66,3139,High
31,Female,Bangalore,Image,48930,8,1268278,6.9,87511,2.45,2144,High
28,Male,Chennai,Image,55523,22,1458100,6.95,101337,3.78,3830,High
49,Female,Kolkata,Image,80447,24,1809366,4.88,88297,2.39,2110,High
28,Male,Delhi,Image,39921,25,1132677,3.21,36358,0.18,65,High
35,Female,Mumbai,Shorts,41211,18,1637613,5.24,85810,2.76,2368,High
44,Male,Delhi,Shorts,61919,12,1591736,6.12,97414,3.16,3078,High
35,Male,Bangalore,Carousel,81686,6,2501954,3.35,83815,4.91,4115,High
40,Male,Bangalore,Video,52658,30,1835916,3.86,70866,0.3,212,High
28,Female,Mumbai,Video,24356,23,493706,5.48,27055,2.61,706,High
38,Female,Kolkata,Video,55855,46,2123008,7.03,149247,0.58,865,High
22,Male,Hyderabad,Image,42125,32,1168189,6.35,74180,0.83,615,High
40,Female,Chennai,Shorts,57142,33,2136116,0.28,5981,3.09,184,High
58,Female,Chennai,Shorts,29610,9,615267,1.08,6644,1.23,81,High
42,Female,Bangalore,Carousel,27863,47,638435,6.84,43668,3.77,1646,High
58,Female,Delhi,Video,45546,32,1204743,6.69,80597,2.62,2111,High
27,Female,Delhi,Shorts,74783,45,2012373,3.17,63792,1.17,746,High
39,Female,Kolkata,Carousel,29425,52,1087454,4.72,51327,2.52,1293,High
36,Female,Hyderabad,Video,45194,30,914020,7.26,66357,0.1,66,High
18,Male,Delhi,Image,28042,9,920432,7.3,67191,4.33,2909,High
24,Male,Chennai,Shorts,54348,19,1229693,6.29,77347,0.16,123,High
21,Female,Delhi,Shorts,53322,50,1944370,1.76,34220,0.13,44,High
18,Male,Hyderabad,Video,28641,13,1018813,5.87,59804,3.1,1853,High
32,Male,Chennai,Image,69315,36,2079369,0.9,18714,4.87,911,High
57,Male,Delhi,Image,21166,56,513376,7.16,36757,4.29,1576,High
29,Female,Chennai,Shorts,73646,30,2407506,1.28,30816,1.33,409,High
39,Female,Bangalore,Video,70617,41,1633030,5.33,87040,1.06,922,High
39,Female,Bangalore,Carousel,54586,19,1299195,4.92,63920,3.17,2026,High
34,Female,Kolkata,Shorts,63441,45,2063998,6.24,128793,4.13,5319,High
46,Female,Bangalore,Image,47328,8,1884831,4.46,84063,1.87,1571,High
31,Male,Delhi,Carousel,26894,57,1017180,0.57,5797,2.22,128,High
37,Female,Hyderabad,Video,53547,57,1706131,5.68,96908,0.67,649,High
50,Male,Chennai,Image,26436,40,813462,3.13,25461,0.85,216,High
32,Female,Mumbai,Carousel,49836,24,1991862,2.63,52385,2.88,1508,High
29,Male,Bangalore,Shorts,31447,31,973231,7.93,77177,0.6,463,High
57,Female,Bangalore,Image,64631,25,1835676,4.76,87378,1.09,952,High
37,Female,Mumbai,Video,55702,26,2127341,5.71,121471,1.25,1518,High
47,Female,Mumbai,Image,60174,11,1485330,4.26,63275,2.28,1442,High
55,Female,Delhi,Shorts,55104,51,1209569,6.18,74751,0.32,239,High
